Sample ID,Organism ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax id,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
5_SEI_003,5_SEI_003,Praomys rostratus,476587,-11.192213333333333,8.122213333333333,10,19,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.19411764705882348,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.125
5_SEI_002,5_SEI_002,Crocidura olivieri,214449,-11.192058333333334,8.12234,10,19,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4764705882352942,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.12
5_SEI_001,5_SEI_001,Lophuromys sikapusi,83535,-11.192096666666666,8.122228333333334,10,19,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.7411764705882353,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.074,0.134
5_LAL_015,5_LAL_015,Mastomys natalensis,10112,-11.080303333333333,8.196878333333334,10,18,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.45029239766081885,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.028,0.093
5_LAL_014,5_LAL_014,Lophuromys sikapusi,83535,-11.078828333333334,8.19869,10,18,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,1.152046783625731,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.071,0.129
5_LAL_013,5_LAL_013,Lophuromys sikapusi,83535,-11.079039999999999,8.198713333333334,10,18,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.42105263157894735,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.078,0.134
5_LAL_012,5_LAL_012,Lophuromys sikapusi,83535,-11.079376666666667,8.196548333333332,10,18,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.8354430379746837,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.108
5_LAL_011,5_LAL_011,Crocidura olivieri,214449,-11.080086666666666,8.193768333333333,10,17,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,1.152046783625731,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.02,0.108
5_LAL_010,5_LAL_010,Crocidura buettikoferi,214466,-11.079056666666666,8.198596666666667,10,17,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.8187134502923976,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.098
5_LAL_009,5_LAL_009,Rattus rattus,10117,-11.079413333333333,8.197766666666666,10,16,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1695906432748538,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.018,0.088
5_LAL_008,5_LAL_008,Hylomyscus simus,337584,-11.0803,8.196983333333334,10,16,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1988304093567252,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.095
5_LAL_007,5_LAL_007,Mastomys natalensis,10112,-11.079963333333334,8.197085,10,16,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2896890343698854,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.036,0.101
5_LAL_006,5_LAL_006,Crocidura buettikoferi,214466,-11.080371666666666,8.198988333333332,10,16,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.41243862520458263,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.093
5_LAL_005,5_LAL_005,Crocidura olivieri,214449,-11.080306666666667,8.198828333333333,10,16,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.37806873977086736,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.039,0.125
5_LAL_004,5_LAL_004,Mus setulosus,10102,-11.079211666666666,8.198746666666667,10,16,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2896890343698854,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.078
5_LAL_003,5_LAL_003,Praomys rostratus,476587,-11.080451666666667,8.19699,10,15,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3191489361702128,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.088
5_LAL_002,5_LAL_002,Lophuromys sikapusi,83535,-11.080363333333333,8.198811666666666,10,15,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3338788870703764,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.093
5_LAL_001,5_LAL_001,Mus setulosus,10102,-11.079053333333333,8.19864,10,15,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2454991816693944,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.079
4_LAM_036,4_LAM_036,Mus musculus,10090,-11.195838333333333,7.850738333333333,10,31,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.18145161290322584,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.07
4_LAM_035,4_LAM_035,Crocidura olivieri,214449,-11.196791666666666,7.849851666666667,10,31,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21774193548387094,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.135
4_LAM_034,4_LAM_034,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4112903225806452,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.082
4_LAM_033,4_LAM_033,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.6411290322580644,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.017,0.081
4_LAM_032,4_LAM_032,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4354838709677419,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.07
4_LAM_031,4_LAM_031,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.314516129032258,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.091
4_LAM_030,4_LAM_030,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13306451612903225,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.096
4_LAM_029,4_LAM_029,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2963709677419354,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.08
4_LAM_028,4_LAM_028,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.36290322580645157,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.09
4_LAM_027,4_LAM_027,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1995967741935484,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.079
4_LAM_026,4_LAM_026,Mus musculus,10090,-11.195838333333333,7.850738333333333,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12701612903225806,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.009,0.073
4_LAM_025,4_LAM_025,Mus musculus,10090,-11.196748333333334,7.850453333333333,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1512096774193549,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.009,0.078
4_LAM_024,4_LAM_024,Mus musculus,10090,-11.196748333333334,7.850453333333333,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13306451612903225,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.087
4_LAM_023,4_LAM_023,Mus musculus,10090,-11.196433333333333,7.85017,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.19354838709677416,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.079
4_LAM_022,4_LAM_022,Crocidura olivieri,214449,-11.19649,7.85006,10,30,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.217741935483871,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.121
4_LAM_021,4_LAM_021,Mus musculus,10090,-11.196136666666666,7.850571666666667,10,29,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.33870967741935487,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.077
4_LAM_020,4_LAM_020,Mus musculus,10090,-11.196136666666666,7.850571666666667,10,29,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1391129032258065,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.081
4_LAM_019,4_LAM_019,Mus musculus,10090,-11.196433333333333,7.85017,10,29,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4899193548387097,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.081
4_LAM_018,4_LAM_018,Mus musculus,10090,-11.196545,7.849933333333333,10,29,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4536290322580645,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.078
4_LAM_017,4_LAM_017,Crocidura buettikoferi,214466,-11.19694,7.849971666666667,10,29,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21169354838709664,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.021,0.094
4_LAM_016,4_LAM_016,Rattus rattus,10117,-11.196901666666667,7.849998333333334,10,29,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21774193548387094,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.12,0.161
4_LAM_015,4_LAM_015,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1149193548387097,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.089
4_LAM_014,4_LAM_014,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.06653225806451611,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.089
4_LAM_013,4_LAM_013,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1391129032258064,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.088
4_LAM_012,4_LAM_012,Mus musculus,10090,-11.195728333333333,7.851051666666667,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10282258064516125,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.008,0.073
4_LAM_011,4_LAM_011,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12701612903225806,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.082
4_LAM_010,4_LAM_010,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13911290322580647,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.095
4_LAM_009,4_LAM_009,Mus musculus,10090,-11.195668333333334,7.8509183333333334,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1814516129032258,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.093
4_LAM_008,4_LAM_008,Mus musculus,10090,-11.195838333333333,7.850738333333333,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.15120967741935482,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.076
4_LAM_007,4_LAM_007,Mus musculus,10090,-11.196136666666666,7.850571666666667,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2903225806451613,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.076
4_LAM_006,4_LAM_006,Mus musculus,10090,-11.196748333333334,7.850453333333333,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.5987903225806451,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.083
4_LAM_005,4_LAM_005,Mus musculus,10090,-11.196433333333333,7.85017,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1270161290322581,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.076
4_LAM_004,4_LAM_004,Crocidura olivieri,214449,-11.19679,7.849823333333333,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2358870967741936,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.111
4_LAM_003,4_LAM_003,Rattus rattus,10117,-11.196448333333333,7.849835,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.30241935483870963,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.115,0.172
4_LAM_002,4_LAM_002,Dasymys rufulus,121564,-11.19716,7.850085,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2600806451612903,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.067,0.151
4_LAM_001,4_LAM_001,Crocidura olivieri,214449,-11.19680165,7.84986,10,28,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13306451612903222,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.101
4_BAI_019,4_BAI_019,Rattus rattus,10117,-11.268866666666666,7.837771666666667,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.061,0.149
4_BAI_018,4_BAI_018,Rattus rattus,10117,-11.26828,7.83715,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.131
4_BAI_017,4_BAI_017,Rattus rattus,10117,-11.26828,7.83715,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.129
4_BAI_016,4_BAI_016,Rattus rattus,10117,-11.26828,7.83715,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.13,0.187
4_BAI_015,4_BAI_015,Rattus rattus,10117,-11.268058333333334,7.836215,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.12,0.179
4_BAI_014,4_BAI_014,Rattus rattus,10117,-11.267953333333333,7.8363016666666665,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.02,0.089
4_BAI_013,4_BAI_013,Mastomys natalensis,10112,-11.267948333333333,7.836343333333334,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.061,0.14
4_BAI_012,4_BAI_012,Hylomyscus simus,337584,-11.267711666666667,7.836645,10,24,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.088
4_BAI_011,4_BAI_011,Rattus rattus,10117,-11.267953333333333,7.8363016666666665,10,23,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.021,0.099
4_BAI_010,4_BAI_010,Mastomys natalensis,10112,-11.267711666666667,7.836645,10,23,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.022,0.088
4_BAI_009,4_BAI_009,Rattus rattus,10117,-11.268098333333333,7.8360900000000004,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.051,0.138
4_BAI_008,4_BAI_008,Rattus rattus,10117,-11.267953333333333,7.8363016666666665,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.11,0.174
4_BAI_007,4_BAI_007,Rattus rattus,10117,-11.267953333333333,7.8363016666666665,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.02,0.088
4_BAI_006,4_BAI_006,Mastomys natalensis,10112,-11.267711666666667,7.836645,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.099
4_BAI_005,4_BAI_005,Rattus rattus,10117,-11.267630166666667,7.836276666666667,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.028,0.104
4_BAI_004,4_BAI_004,Rattus rattus,10117,-11.267871666666666,7.837201666666667,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.059,0.132
4_BAI_003,4_BAI_003,Mastomys natalensis,10112,-11.267926666666666,7.836501666666667,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.053,0.125
4_BAI_002,4_BAI_002,Crocidura grandiceps,148971,-11.267496666666666,7.8363483333333335,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.017,0.079
4_BAI_001,4_BAI_001,Lophuromys sikapusi,83535,-11.2666,7.8364,10,22,10,2021,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.068,0.125
4_SEI_023,4_SEI_023,Mastomys natalensis,10112,-11.193998333333333,8.122241666666667,10,19,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.09411764705882354,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.119
4_SEI_022,4_SEI_022,Praomys rostratus,476587,-11.193881666666666,8.122846666666666,10,19,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.11764705882352945,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.027,0.096
4_SEI_021,4_SEI_021,Mastomys natalensis,10112,-11.194678333333334,8.124141666666665,10,19,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.24705882352941178,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.009,0.068
4_SEI_020,4_SEI_020,Mastomys natalensis,10112,-11.194633333333334,8.124089999999999,10,19,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.09411764705882354,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.069,0.133
4_SEI_019,4_SEI_019,Mus setulosus,10102,-11.19414,8.123328333333333,10,19,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12941176470588234,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.08
4_SEI_018,4_SEI_018,Hybomys planifrons,2107262,-11.197866666666666,8.123983333333332,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2647058823529413,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.053,0.12
4_SEI_017,4_SEI_017,Lophuromys sikapusi,83535,-11.194258333333334,8.120503333333334,10,18,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2647058823529412,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.05,0.118
4_SEI_016,4_SEI_016,Lophuromys sikapusi,83535,-11.194348333333334,8.120636666666666,10,18,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.6588235294117648,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.065,0.126
4_SEI_015,4_SEI_015,Crocidura grandiceps,148971,-11.194311666666668,8.120650000000001,10,18,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1470588235294118,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.087
4_SEI_014,4_SEI_014,Lophuromys sikapusi,83535,-11.194563333333333,8.120705000000001,10,18,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.7823529411764707,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.065,0.13
4_SEI_013,4_SEI_013,Praomys rostratus,476587,-11.192638333333333,8.122058333333333,10,18,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14705882352941174,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.036,0.11
4_SEI_010,4_SEI_010,Mastomys natalensis,10112,-11.193723333333333,8.12284,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,4.852941176470589,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.059,0.129
4_SEI_009,4_SEI_009,Lophuromys sikapusi,83535,-11.193273333333334,8.12243,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4882352941176472,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.062,0.125
4_SEI_008,4_SEI_008,Lophuromys sikapusi,83535,-11.194415000000001,8.120543333333334,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.24705882352941178,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.082,0.13
4_SEI_007,4_SEI_007,Praomys rostratus,476587,-11.194611666666665,8.123036666666666,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12941176470588237,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.053,0.121
4_SEI_006,4_SEI_006,Mastomys natalensis,10112,-11.194316666666667,8.122916666666667,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14117647058823535,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.125
4_SEI_005,4_SEI_005,Praomys rostratus,476587,-11.192653333333332,8.12234,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4411764705882352,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.017,0.085
4_SEI_004,4_SEI_004,Mastomys natalensis,10112,-11.192628333333333,8.122311666666667,10,16,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1058823529411765,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.088
